"기준_년_코드","기준_분기_코드","행정동_코드","행정동_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"2016","2","11710566","오륜동","HH","정체","112","59","97","50"
"2016","2","11710562","방이2동","LL","다이나믹","93","46","97","50"
"2016","2","11710561","방이1동","LL","다이나믹","92","44","97","50"
"2016","2","11710550","마천2동","HH","정체","102","51","97","50"
"2016","2","11710540","마천1동","LL","다이나믹","95","48","97","50"
"2016","2","11710532","거여2동","HH","정체","98","51","97","50"
"2016","2","11710531","거여1동","LL","다이나믹","83","47","97","50"
"2016","2","11710520","풍납2동","HH","정체","102","51","97","50"
"2016","2","11710510","풍납1동","HH","정체","109","51","97","50"
"2016","2","11680750","수서동","HH","정체","103","52","97","50"
"2016","2","11680740","일원2동","HH","정체","99","52","97","50"
"2016","2","11680730","일원1동","HH","정체","98","50","97","50"
"2016","2","11680720","일원본동","LL","다이나믹","93","48","97","50"
"2016","2","11680700","세곡동","LH","상권확장","58","54","97","50"
"2016","2","11680690","개포4동","HL","상권축소","102","48","97","50"
"2016","2","11680670","개포2동","HL","상권축소","104","50","97","50"
"2016","2","11680660","개포1동","HH","정체","107","52","97","50"
"2016","2","11680656","도곡2동","LL","다이나믹","95","48","97","50"
"2016","2","11680655","도곡1동","LL","다이나믹","94","47","97","50"
"2016","2","11680650","역삼2동","LL","다이나믹","83","44","97","50"
"2016","2","11680640","역삼1동","LL","다이나믹","83","44","97","50"
"2016","2","11680630","대치4동","LL","다이나믹","77","44","97","50"
"2016","2","11680610","대치2동","HL","상권축소","99","48","97","50"
"2016","2","11680600","대치1동","LL","다이나믹","92","49","97","50"
"2016","2","11680590","삼성2동","LL","다이나믹","85","47","97","50"
"2016","2","11680580","삼성1동","LH","상권확장","92","54","97","50"
"2016","2","11680565","청담동","LL","다이나믹","87","47","97","50"
"2016","2","11680545","압구정동","LL","다이나믹","94","46","97","50"
"2016","2","11680531","논현2동","LL","다이나믹","86","46","97","50"
"2016","2","11680521","논현1동","LL","다이나믹","87","46","97","50"
"2016","2","11680510","신사동","LL","다이나믹","85","47","97","50"
"2016","2","11650660","내곡동","HH","정체","110","58","97","50"
"2016","2","11650652","양재2동","HL","상권축소","104","46","97","50"
"2016","2","11650651","양재1동","LL","다이나믹","95","49","97","50"
"2016","2","11650621","방배4동","HL","상권축소","104","49","97","50"
"2016","2","11650620","방배3동","HL","상권축소","112","49","97","50"
"2016","2","11650610","방배2동","LH","상권확장","94","50","97","50"
"2016","2","11650600","방배1동","HL","상권축소","97","49","97","50"
"2016","2","11650590","방배본동","HL","상권축소","100","48","97","50"
"2016","2","11650581","반포4동","HH","정체","117","59","97","50"
"2016","2","11650580","반포3동","HH","정체","107","56","97","50"
"2016","2","11650570","반포2동","HH","정체","106","59","97","50"
"2016","2","11650560","반포1동","LL","다이나믹","91","43","97","50"
"2016","2","11650550","반포본동","HH","정체","113","54","97","50"
"2016","2","11650540","잠원동","HL","상권축소","97","47","97","50"
"2016","2","11650531","서초4동","HL","상권축소","100","48","97","50"
"2016","2","11650530","서초3동","HH","정체","101","50","97","50"
"2016","2","11650520","서초2동","LL","다이나믹","92","45","97","50"
"2016","2","11650510","서초1동","HH","정체","102","50","97","50"
"2016","2","11620775","난곡동","HH","정체","102","55","97","50"
"2016","2","11620765","미성동","HH","정체","104","51","97","50"
"2016","2","11620745","삼성동","HH","정체","114","56","97","50"
"2016","2","11620735","대학동","LL","다이나믹","89","49","97","50"
"2016","2","11620725","조원동","HL","상권축소","103","46","97","50"
"2016","2","11620715","난향동","LL","다이나믹","83","48","97","50"
"2016","2","11620695","신림동","LL","다이나믹","94","46","97","50"
"2016","2","11620685","신사동","LL","다이나믹","91","47","97","50"
"2016","2","11620665","서림동","LH","상권확장","94","53","97","50"
"2016","2","11620655","신원동","LH","상권확장","92","51","97","50"
"2016","2","11620645","서원동","LH","상권확장","96","51","97","50"
"2016","2","11620630","남현동","HH","정체","98","50","97","50"
"2016","2","11620625","인헌동","LL","다이나믹","94","49","97","50"
"2016","2","11620615","중앙동","HL","상권축소","98","49","97","50"
"2016","2","11620605","은천동","HL","상권축소","97","47","97","50"
"2016","2","11620595","청룡동","LL","다이나믹","94","47","97","50"
"2016","2","11620585","낙성대동","LL","다이나믹","84","50","97","50"
"2016","2","11620575","행운동","HL","상권축소","102","49","97","50"
"2016","2","11620565","성현동","LL","다이나믹","88","45","97","50"
"2016","2","11620545","청림동","LH","상권확장","94","54","97","50"
"2016","2","11620525","보라매동","LH","상권확장","88","50","97","50"
"2016","2","11590680","신대방2동","LL","다이나믹","96","50","97","50"
"2016","2","11590670","신대방1동","HL","상권축소","99","49","97","50"
"2016","2","11590660","대방동","LL","다이나믹","97","49","97","50"
"2016","2","11590651","사당5동","LH","상권확장","96","51","97","50"
"2016","2","11590650","사당4동","HL","상권축소","97","48","97","50"
"2016","2","11590640","사당3동","LH","상권확장","96","50","97","50"
"2016","2","11590630","사당2동","LH","상권확장","94","50","97","50"
"2016","2","11590620","사당1동","LL","다이나믹","91","47","97","50"
"2016","2","11590605","흑석동","HH","정체","100","56","97","50"
"2016","2","11590560","상도4동","HL","상권축소","97","49","97","50"
"2016","2","11590550","상도3동","LH","상권확장","95","52","97","50"
"2016","2","11590540","상도2동","HH","정체","108","54","97","50"
"2016","2","11590530","상도1동","LH","상권확장","90","51","97","50"
"2016","2","11590520","노량진2동","HH","정체","121","54","97","50"
"2016","2","11590510","노량진1동","HH","정체","119","68","97","50"
"2016","2","11560720","대림3동","LL","다이나믹","89","45","97","50"
"2016","2","11560710","대림2동","LL","다이나믹","87","43","97","50"
"2016","2","11560700","대림1동","HL","상권축소","104","46","97","50"
"2016","2","11560690","신길7동","HH","정체","104","50","97","50"
"2016","2","11560680","신길6동","HL","상권축소","107","47","97","50"
"2016","2","11560670","신길5동","HL","상권축소","100","47","97","50"
"2016","2","11560660","신길4동","HL","상권축소","97","49","97","50"
"2016","2","11560650","신길3동","HH","정체","120","53","97","50"
"2016","2","11560630","신길1동","HH","정체","108","50","97","50"
"2016","2","11560620","양평2동","LL","다이나믹","95","49","97","50"
"2016","2","11560610","양평1동","HL","상권축소","101","49","97","50"
"2016","2","11560605","문래동","LH","상권확장","92","51","97","50"
"2016","2","11560585","도림동","HL","상권축소","97","49","97","50"
"2016","2","11560560","당산2동","LL","다이나믹","86","49","97","50"
"2016","2","11560550","당산1동","HL","상권축소","101","49","97","50"
"2016","2","11560540","여의동","HL","상권축소","108","49","97","50"
"2016","2","11560535","영등포동","HH","정체","107","54","97","50"
"2016","2","11560515","영등포본동","LH","상권확장","86","52","97","50"
"2016","2","11545710","시흥5동","HL","상권축소","100","48","97","50"
"2016","2","11545700","시흥4동","LL","다이나믹","96","46","97","50"
"2016","2","11545690","시흥3동","HH","정체","114","52","97","50"
"2016","2","11545680","시흥2동","LL","다이나믹","85","49","97","50"
"2016","2","11545670","시흥1동","HH","정체","99","51","97","50"
"2016","2","11545640","독산4동","HL","상권축소","101","48","97","50"
"2016","2","11545630","독산3동","HL","상권축소","100","45","97","50"
"2016","2","11545620","독산2동","LL","다이나믹","94","49","97","50"
"2016","2","11545610","독산1동","LH","상권확장","92","51","97","50"
"2016","2","11545510","가산동","LL","다이나믹","72","45","97","50"
"2016","2","11530790","수궁동","LH","상권확장","95","50","97","50"
"2016","2","11530780","오류2동","LH","상권확장","80","50","97","50"
"2016","2","11530770","오류1동","HH","정체","101","52","97","50"
"2016","2","11530760","개봉3동","HL","상권축소","109","46","97","50"
"2016","2","11530750","개봉2동","HH","정체","98","51","97","50"
"2016","2","11530740","개봉1동","LH","상권확장","95","51","97","50"
"2016","2","11530730","고척2동","HL","상권축소","101","49","97","50"
"2016","2","11530720","고척1동","LH","상권확장","92","50","97","50"
"2016","2","11530595","가리봉동","HL","상권축소","108","49","97","50"
"2016","2","11530560","구로5동","LL","다이나믹","80","47","97","50"
"2016","2","11530550","구로4동","LL","다이나믹","94","46","97","50"
"2016","2","11530540","구로3동","LL","다이나믹","76","47","97","50"
"2016","2","11530530","구로2동","HL","상권축소","106","48","97","50"
"2016","2","11530520","구로1동","HL","상권축소","113","49","97","50"
"2016","2","11530510","신도림동","LL","다이나믹","74","47","97","50"
"2016","2","11500641","방화3동","LL","다이나믹","92","49","97","50"
"2016","2","11500640","방화2동","LL","다이나믹","84","49","97","50"
"2016","2","11500630","방화1동","LL","다이나믹","86","48","97","50"
"2016","2","11500620","공항동","LL","다이나믹","92","46","97","50"
"2016","2","11500615","우장산동","LL","다이나믹","82","46","97","50"
"2016","2","11500611","발산1동","LH","상권확장","92","52","97","50"
"2016","2","11500605","가양3동","LL","다이나믹","89","49","97","50"
"2016","2","11500604","가양2동","LL","다이나믹","84","46","97","50"
"2016","2","11500603","가양1동","LH","상권확장","70","52","97","50"
"2016","2","11500593","화곡8동","LL","다이나믹","83","48","97","50"
"2016","2","11500591","화곡6동","LL","다이나믹","80","43","97","50"
"2016","2","11500590","화곡본동","HL","상권축소","100","48","97","50"
"2016","2","11500570","화곡4동","LL","다이나믹","92","46","97","50"
"2016","2","11500560","화곡3동","LL","다이나믹","84","47","97","50"
"2016","2","11500550","화곡2동","LL","다이나믹","93","46","97","50"
"2016","2","11500540","화곡1동","LL","다이나믹","93","45","97","50"
"2016","2","11500535","등촌3동","LL","다이나믹","78","46","97","50"
"2016","2","11500530","등촌2동","LL","다이나믹","92","45","97","50"
"2016","2","11500520","등촌1동","LL","다이나믹","80","49","97","50"
"2016","2","11500510","염창동","LL","다이나믹","94","49","97","50"
"2016","2","11470680","신정7동","LL","다이나믹","90","47","97","50"
"2016","2","11470670","신정6동","LL","다이나믹","78","45","97","50"
"2016","2","11470650","신정4동","LL","다이나믹","89","45","97","50"
"2016","2","11470640","신정3동","LL","다이나믹","92","47","97","50"
"2016","2","11470630","신정2동","LL","다이나믹","89","46","97","50"
"2016","2","11470620","신정1동","HL","상권축소","102","47","97","50"
"2016","2","11470611","신월7동","LL","다이나믹","88","46","97","50"
"2016","2","11470610","신월6동","HH","정체","121","54","97","50"
"2016","2","11470600","신월5동","LL","다이나믹","96","49","97","50"
"2016","2","11470590","신월4동","LL","다이나믹","88","48","97","50"
"2016","2","11470580","신월3동","HL","상권축소","109","46","97","50"
"2016","2","11470570","신월2동","HL","상권축소","98","49","97","50"
"2016","2","11470560","신월1동","HL","상권축소","99","45","97","50"
"2016","2","11470550","목5동","LL","다이나믹","86","46","97","50"
"2016","2","11470540","목4동","LL","다이나믹","87","45","97","50"
"2016","2","11470530","목3동","LL","다이나믹","95","47","97","50"
"2016","2","11470520","목2동","LL","다이나믹","93","49","97","50"
"2016","2","11470510","목1동","LL","다이나믹","77","46","97","50"
"2016","2","11440740","상암동","LL","다이나믹","59","42","97","50"
"2016","2","11440730","성산2동","LH","상권확장","93","52","97","50"
"2016","2","11440720","성산1동","LL","다이나믹","86","47","97","50"
"2016","2","11440710","연남동","LH","상권확장","64","51","97","50"
"2016","2","11440700","망원2동","LL","다이나믹","88","46","97","50"
"2016","2","11440690","망원1동","LL","다이나믹","87","47","97","50"
"2016","2","11440680","합정동","LL","다이나믹","83","47","97","50"
"2016","2","11440660","서교동","LL","다이나믹","72","45","97","50"
"2016","2","11440655","서강동","LL","다이나믹","73","46","97","50"
"2016","2","11440630","신수동","LH","상권확장","96","52","97","50"
"2016","2","11440610","염리동","HH","정체","99","53","97","50"
"2016","2","11440600","대흥동","HH","정체","103","51","97","50"
"2016","2","11440590","용강동","LL","다이나믹","94","50","97","50"
"2016","2","11440585","도화동","LH","상권확장","95","50","97","50"
"2016","2","11440565","공덕동","HH","정체","103","52","97","50"
"2016","2","11440555","아현동","HL","상권축소","99","49","97","50"
"2016","2","11410720","북가좌2동","LL","다이나믹","95","48","97","50"
"2016","2","11410710","북가좌1동","LL","다이나믹","80","47","97","50"
"2016","2","11410700","남가좌2동","LL","다이나믹","96","49","97","50"
"2016","2","11410690","남가좌1동","HH","정체","127","55","97","50"
"2016","2","11410685","홍은2동","HH","정체","104","52","97","50"
"2016","2","11410660","홍은1동","HH","정체","114","55","97","50"
"2016","2","11410655","홍제2동","HH","정체","106","56","97","50"
"2016","2","11410640","홍제3동","HH","정체","112","56","97","50"
"2016","2","11410620","홍제1동","HH","정체","99","54","97","50"
"2016","2","11410615","연희동","LH","상권확장","96","53","97","50"
"2016","2","11410585","신촌동","HL","상권축소","97","48","97","50"
"2016","2","11410565","충현동","HH","정체","108","54","97","50"
"2016","2","11410555","북아현동","HH","정체","125","60","97","50"
"2016","2","11410520","천연동","HH","정체","110","54","97","50"
"2016","2","11380690","진관동","LL","다이나믹","63","46","97","50"
"2016","2","11380650","수색동","HH","정체","137","58","97","50"
"2016","2","11380640","증산동","HH","정체","101","50","97","50"
"2016","2","11380632","신사2동","LL","다이나믹","95","49","97","50"
"2016","2","11380631","신사1동","LL","다이나믹","91","46","97","50"
"2016","2","11380625","역촌동","LL","다이나믹","85","47","97","50"
"2016","2","11380600","응암3동","HH","정체","105","51","97","50"
"2016","2","11380590","응암2동","LH","상권확장","84","56","97","50"
"2016","2","11380580","응암1동","HH","정체","99","50","97","50"
"2016","2","11380570","대조동","LL","다이나믹","89","49","97","50"
"2016","2","11380560","구산동","LL","다이나믹","88","49","97","50"
"2016","2","11380552","갈현2동","LL","다이나믹","84","48","97","50"
"2016","2","11380551","갈현1동","LL","다이나믹","93","47","97","50"
"2016","2","11380530","불광2동","LH","상권확장","96","52","97","50"
"2016","2","11380520","불광1동","HH","정체","98","51","97","50"
"2016","2","11380510","녹번동","LH","상권확장","96","52","97","50"
"2016","2","11350720","상계10동","LL","다이나믹","86","47","97","50"
"2016","2","11350710","상계9동","LH","상권확장","95","50","97","50"
"2016","2","11350700","상계8동","LH","상권확장","96","55","97","50"
"2016","2","11350695","상계6.7동","LL","다이나믹","92","46","97","50"
"2016","2","11350670","상계5동","LL","다이나믹","96","46","97","50"
"2016","2","11350665","상계3.4동","HL","상권축소","105","49","97","50"
"2016","2","11350640","상계2동","LL","다이나믹","80","43","97","50"
"2016","2","11350630","상계1동","LL","다이나믹","81","45","97","50"
"2016","2","11350625","중계2.3동","LL","다이나믹","84","49","97","50"
"2016","2","11350624","중계4동","LL","다이나믹","83","45","97","50"
"2016","2","11350621","중계1동","LL","다이나믹","85","48","97","50"
"2016","2","11350619","중계본동","LL","다이나믹","80","46","97","50"
"2016","2","11350612","하계2동","HH","정체","104","54","97","50"
"2016","2","11350611","하계1동","LH","상권확장","87","52","97","50"
"2016","2","11350600","공릉2동","LL","다이나믹","84","47","97","50"
"2016","2","11350595","공릉1동","HH","정체","98","50","97","50"
"2016","2","11350580","월계3동","LL","다이나믹","88","45","97","50"
"2016","2","11350570","월계2동","LH","상권확장","87","50","97","50"
"2016","2","11350560","월계1동","LH","상권확장","90","51","97","50"
"2016","2","11320710","방학3동","LH","상권확장","90","52","97","50"
"2016","2","11320700","방학2동","LL","다이나믹","90","47","97","50"
"2016","2","11320690","방학1동","LL","다이나믹","88","44","97","50"
"2016","2","11320681","쌍문4동","LL","다이나믹","88","46","97","50"
"2016","2","11320680","쌍문3동","LL","다이나믹","92","49","97","50"
"2016","2","11320670","쌍문2동","LL","다이나믹","86","48","97","50"
"2016","2","11320660","쌍문1동","LL","다이나믹","91","46","97","50"
"2016","2","11320522","도봉2동","LL","다이나믹","90","47","97","50"
"2016","2","11320521","도봉1동","HL","상권축소","98","50","97","50"
"2016","2","11320515","창5동","LL","다이나믹","88","45","97","50"
"2016","2","11320514","창4동","HL","상권축소","98","46","97","50"
"2016","2","11320513","창3동","LL","다이나믹","92","49","97","50"
"2016","2","11320512","창2동","LL","다이나믹","89","49","97","50"
"2016","2","11320511","창1동","LL","다이나믹","89","46","97","50"
"2016","2","11305660","인수동","LL","다이나믹","89","48","97","50"
"2016","2","11305645","우이동","HL","상권축소","98","49","97","50"
"2016","2","11305630","수유3동","LL","다이나믹","94","46","97","50"
"2016","2","11305620","수유2동","LL","다이나믹","94","48","97","50"
"2016","2","11305610","수유1동","HH","정체","104","50","97","50"
"2016","2","11305606","번3동","LL","다이나믹","91","46","97","50"
"2016","2","11305600","번2동","HL","상권축소","97","48","97","50"
"2016","2","11305590","번1동","LL","다이나믹","90","44","97","50"
"2016","2","11305575","삼각산동","LL","다이나믹","75","48","97","50"
"2016","2","11305555","송천동","HH","정체","101","52","97","50"
"2016","2","11305545","송중동","LL","다이나믹","89","49","97","50"
"2016","2","11305535","미아동","LL","다이나믹","93","46","97","50"
"2016","2","11305534","삼양동","HL","상권축소","98","48","97","50"
"2016","2","11290810","석관동","HH","정체","106","51","97","50"
"2016","2","11290780","장위3동","HH","정체","115","56","97","50"
"2016","2","11290770","장위2동","HH","정체","119","51","97","50"
"2016","2","11290760","장위1동","HH","정체","112","50","97","50"
"2016","2","11290725","월곡2동","LH","상권확장","89","51","97","50"
"2016","2","11290715","월곡1동","HL","상권축소","105","47","97","50"
"2016","2","11290705","종암동","HH","정체","101","54","97","50"
"2016","2","11290685","길음2동","LH","상권확장","79","55","97","50"
"2016","2","11290660","길음1동","HH","정체","105","52","97","50"
"2016","2","11290650","정릉4동","LH","상권확장","94","53","97","50"
"2016","2","11290640","정릉3동","HH","정체","106","55","97","50"
"2016","2","11290630","정릉2동","HH","정체","106","59","97","50"
"2016","2","11290620","정릉1동","LH","상권확장","97","51","97","50"
"2016","2","11290610","보문동","HL","상권축소","101","49","97","50"
"2016","2","11290600","안암동","LH","상권확장","91","51","97","50"
"2016","2","11290590","돈암2동","LL","다이나믹","96","48","97","50"
"2016","2","11290580","돈암1동","HL","상권축소","98","47","97","50"
"2016","2","11290575","동선동","LL","다이나믹","90","47","97","50"
"2016","2","11290555","삼선동","LH","상권확장","93","52","97","50"
"2016","2","11290525","성북동","HH","정체","100","63","97","50"
"2016","2","11260690","신내2동","LL","다이나믹","85","45","97","50"
"2016","2","11260680","신내1동","LL","다이나믹","85","47","97","50"
"2016","2","11260660","망우3동","LL","다이나믹","94","44","97","50"
"2016","2","11260655","망우본동","HL","상권축소","100","47","97","50"
"2016","2","11260630","묵2동","LL","다이나믹","92","48","97","50"
"2016","2","11260620","묵1동","LL","다이나믹","86","48","97","50"
"2016","2","11260610","중화2동","HL","상권축소","101","47","97","50"
"2016","2","11260600","중화1동","HL","상권축소","97","48","97","50"
"2016","2","11260590","상봉2동","HL","상권축소","98","46","97","50"
"2016","2","11260580","상봉1동","LL","다이나믹","77","49","97","50"
"2016","2","11260575","면목3.8동","LL","다이나믹","92","47","97","50"
"2016","2","11260570","면목7동","HL","상권축소","102","47","97","50"
"2016","2","11260565","면목본동","LL","다이나믹","93","46","97","50"
"2016","2","11260550","면목5동","HL","상권축소","98","48","97","50"
"2016","2","11260540","면목4동","LL","다이나믹","93","47","97","50"
"2016","2","11260520","면목2동","HL","상권축소","97","46","97","50"
"2016","2","11230750","이문2동","HH","정체","99","51","97","50"
"2016","2","11230740","이문1동","HH","정체","102","52","97","50"
"2016","2","11230730","휘경2동","LH","상권확장","86","50","97","50"
"2016","2","11230720","휘경1동","HL","상권축소","99","49","97","50"
"2016","2","11230710","회기동","LL","다이나믹","89","46","97","50"
"2016","2","11230705","청량리동","HH","정체","137","56","97","50"
"2016","2","11230660","장안2동","LL","다이나믹","93","45","97","50"
"2016","2","11230650","장안1동","HL","상권축소","100","46","97","50"
"2016","2","11230610","답십리2동","HH","정체","116","58","97","50"
"2016","2","11230600","답십리1동","HH","정체","98","53","97","50"
"2016","2","11230570","전농2동","HL","상권축소","105","49","97","50"
"2016","2","11230560","전농1동","LH","상권확장","96","52","97","50"
"2016","2","11230545","제기동","HH","정체","125","62","97","50"
"2016","2","11230536","용신동","HH","정체","107","51","97","50"
"2016","2","11215870","구의3동","HH","정체","100","51","97","50"
"2016","2","11215860","구의2동","HH","정체","98","53","97","50"
"2016","2","11215850","구의1동","HL","상권축소","97","48","97","50"
"2016","2","11215847","자양4동","LL","다이나믹","91","48","97","50"
"2016","2","11215840","자양3동","LL","다이나믹","84","47","97","50"
"2016","2","11215830","자양2동","LL","다이나믹","96","48","97","50"
"2016","2","11215820","자양1동","HL","상권축소","97","48","97","50"
"2016","2","11215810","광장동","LH","상권확장","84","51","97","50"
"2016","2","11215780","능동","LH","상권확장","94","51","97","50"
"2016","2","11215770","중곡4동","LL","다이나믹","96","48","97","50"
"2016","2","11215760","중곡3동","LL","다이나믹","93","46","97","50"
"2016","2","11215750","중곡2동","LL","다이나믹","91","46","97","50"
"2016","2","11215740","중곡1동","HL","상권축소","97","48","97","50"
"2016","2","11215730","군자동","LL","다이나믹","96","49","97","50"
"2016","2","11215710","화양동","LL","다이나믹","82","47","97","50"
"2016","2","11200790","용답동","HH","정체","117","51","97","50"
"2016","2","11200720","송정동","HL","상권축소","112","49","97","50"
"2016","2","11200690","성수2가3동","LH","상권확장","89","53","97","50"
"2016","2","11200670","성수2가1동","HL","상권축소","97","50","97","50"
"2016","2","11200660","성수1가2동","LH","상권확장","86","52","97","50"
"2016","2","11200650","성수1가1동","HH","정체","104","50","97","50"
"2016","2","11200645","옥수동","LL","다이나믹","88","50","97","50"
"2016","2","11200620","금호4가동","HH","정체","112","53","97","50"
"2016","2","11200615","금호2.3가동","HH","정체","107","57","97","50"
"2016","2","11200590","금호1가동","HH","정체","101","52","97","50"
"2016","2","11200580","응봉동","HH","정체","106","50","97","50"
"2016","2","11200570","행당2동","LH","상권확장","79","50","97","50"
"2016","2","11200560","행당1동","LH","상권확장","86","51","97","50"
"2016","2","11200550","사근동","LH","상권확장","80","52","97","50"
"2016","2","11200540","마장동","HH","정체","107","65","97","50"
"2016","2","11200535","왕십리도선동","LH","상권확장","90","51","97","50"
"2016","2","11200520","왕십리2동","LH","상권확장","92","53","97","50"
"2016","2","11170700","보광동","LH","상권확장","96","53","97","50"
"2016","2","11170690","서빙고동","HH","정체","115","58","97","50"
"2016","2","11170685","한남동","LH","상권확장","94","51","97","50"
"2016","2","11170660","이태원2동","LH","상권확장","71","51","97","50"
"2016","2","11170650","이태원1동","HH","정체","110","59","97","50"
"2016","2","11170640","이촌2동","HH","정체","119","69","97","50"
"2016","2","11170630","이촌1동","HH","정체","126","61","97","50"
"2016","2","11170625","한강로동","HH","정체","112","52","97","50"
"2016","2","11170590","용문동","HH","정체","97","52","97","50"
"2016","2","11170580","효창동","HH","정체","102","59","97","50"
"2016","2","11170570","원효로2동","HL","상권축소","109","50","97","50"
"2016","2","11170560","원효로1동","HH","정체","104","52","97","50"
"2016","2","11170555","청파동","HH","정체","100","50","97","50"
"2016","2","11170530","남영동","HH","정체","106","54","97","50"
"2016","2","11170520","용산2가동","LL","다이나믹","85","49","97","50"
"2016","2","11170510","후암동","LH","상권확장","96","60","97","50"
"2016","2","11140680","중림동","HH","정체","112","57","97","50"
"2016","2","11140670","황학동","HH","정체","117","64","97","50"
"2016","2","11140665","동화동","LL","다이나믹","93","49","97","50"
"2016","2","11140650","신당5동","HH","정체","99","52","97","50"
"2016","2","11140645","청구동","LL","다이나믹","93","47","97","50"
"2016","2","11140635","약수동","HH","정체","101","52","97","50"
"2016","2","11140625","다산동","HH","정체","99","53","97","50"
"2016","2","11140615","신당동","LH","상권확장","88","59","97","50"
"2016","2","11140605","을지로동","HH","정체","147","67","97","50"
"2016","2","11140590","광희동","HH","정체","121","52","97","50"
"2016","2","11140580","장충동","HH","정체","117","56","97","50"
"2016","2","11140570","필동","HH","정체","118","54","97","50"
"2016","2","11140550","명동","HH","정체","124","53","97","50"
"2016","2","11140540","회현동","HH","정체","133","63","97","50"
"2016","2","11140520","소공동","HH","정체","125","64","97","50"
"2016","2","11110710","숭인2동","HL","상권축소","107","44","97","50"
"2016","2","11110700","숭인1동","HH","정체","101","52","97","50"
"2016","2","11110690","창신3동","LH","상권확장","95","52","97","50"
"2016","2","11110680","창신2동","HH","정체","126","60","97","50"
"2016","2","11110670","창신1동","HH","정체","109","59","97","50"
"2016","2","11110650","혜화동","LH","상권확장","97","51","97","50"
"2016","2","11110640","이화동","LH","상권확장","94","52","97","50"
"2016","2","11110630","종로5.6가동","HH","정체","127","60","97","50"
"2016","2","11110615","종로1.2.3.4가동","HH","정체","126","63","97","50"
"2016","2","11110600","가회동","LH","상권확장","95","56","97","50"
"2016","2","11110580","교남동","HH","정체","159","62","97","50"
"2016","2","11110570","무악동","HH","정체","108","64","97","50"
"2016","2","11110560","평창동","HH","정체","98","55","97","50"
"2016","2","11110550","부암동","LH","상권확장","93","54","97","50"
"2016","2","11110540","삼청동","LH","상권확장","79","53","97","50"
"2016","2","11110530","사직동","HH","정체","112","56","97","50"
"2016","2","11110515","청운효자동","LH","상권확장","90","56","97","50"
"2016","1","11740700","둔촌2동","LL","다이나믹","94","45","97","49"
"2016","1","11740690","둔촌1동","HH","정체","114","54","97","49"
"2016","1","11740685","길동","LL","다이나믹","89","44","97","49"
"2016","1","11740660","성내3동","LL","다이나믹","95","43","97","49"
"2016","1","11740650","성내2동","LL","다이나믹","88","45","97","49"
"2016","1","11740640","성내1동","LL","다이나믹","95","46","97","49"
"2016","1","11740620","천호3동","LL","다이나믹","96","46","97","49"
"2016","1","11740610","천호2동","LL","다이나믹","89","47","97","49"
"2016","1","11740600","천호1동","LL","다이나믹","86","47","97","49"
"2016","1","11740590","암사3동","LH","상권확장","84","50","97","49"
"2016","1","11740580","암사2동","LL","다이나믹","94","45","97","49"
"2016","1","11740570","암사1동","LL","다이나믹","89","46","97","49"
"2016","1","11740560","고덕2동","HH","정체","110","52","97","49"
"2016","1","11740550","고덕1동","LL","다이나믹","89","49","97","49"
"2016","1","11740540","명일2동","HL","상권축소","98","46","97","49"
"2016","1","11740530","명일1동","LL","다이나믹","94","45","97","49"
"2016","1","11740520","상일동","HH","정체","97","51","97","49"
"2016","1","11740515","강일동","LL","다이나믹","57","39","97","49"
"2016","1","11710720","잠실7동","HH","정체","123","63","97","49"
"2016","1","11710710","잠실6동","LH","상권확장","86","52","97","49"
"2016","1","11710690","잠실4동","LL","다이나믹","76","41","97","49"
"2016","1","11710680","잠실3동","LH","상권확장","95","62","97","49"
"2016","1","11710670","잠실2동","LL","다이나믹","64","36","97","49"
"2016","1","11710650","잠실본동","LL","다이나믹","93","46","97","49"
"2016","1","11710647","위례동","LH","상권확장","33","53","97","49"
"2016","1","11710646","장지동","LL","다이나믹","84","44","97","49"
"2016","1","11710642","문정2동","LL","다이나믹","66","40","97","49"
"2016","1","11710641","문정1동","LL","다이나믹","88","48","97","49"
"2016","1","11710632","가락2동","LL","다이나믹","96","46","97","49"
"2016","1","11710631","가락1동","HH","정체","161","137","97","49"
"2016","1","11710620","가락본동","LL","다이나믹","90","44","97","49"
"2016","1","11710610","삼전동","LL","다이나믹","91","44","97","49"
"2016","1","11710600","석촌동","HL","상권축소","99","45","97","49"
"2016","1","11710590","송파2동","LL","다이나믹","87","44","97","49"
"2016","1","11710580","송파1동","LL","다이나믹","97","45","97","49"
"2016","1","11710570","오금동","HL","상권축소","97","47","97","49"
"2016","1","11710566","오륜동","HH","정체","113","58","97","49"
"2016","1","11710562","방이2동","LL","다이나믹","93","46","97","49"
"2016","1","11710561","방이1동","LL","다이나믹","92","44","97","49"
"2016","1","11710550","마천2동","HH","정체","104","50","97","49"
"2016","1","11710540","마천1동","LL","다이나믹","96","48","97","49"
"2016","1","11710532","거여2동","HL","상권축소","100","49","97","49"
"2016","1","11710531","거여1동","LL","다이나믹","85","47","97","49"
"2016","1","11710520","풍납2동","HH","정체","101","50","97","49"
"2016","1","11710510","풍납1동","HH","정체","108","51","97","49"
"2016","1","11680750","수서동","HH","정체","102","52","97","49"
"2016","1","11680740","일원2동","HH","정체","97","52","97","49"
